OrderNum,OrderDate,OrderType,Customer ID,ProdNumber,Quantity
1107827,2/4/2021,Wholesale,1860,SP125,187
1107828,2/4/2021,Wholesale,4070,FT825,93
1107829,2/4/2021,Wholesale,2965,SP602,87
1107830,2/4/2021,Wholesale,1800,MW202,167
1107831,2/4/2021,Retail,1962,FT825,2
1107832,2/4/2021,Retail,1586,MW102,2
1107833,2/4/2021,Retail,1903,MW172,2
1107834,2/4/2021,Retail,1885,MW272,2
1107835,2/4/2021,Retail,2275,SP203,1
1107836,2/4/2021,Retail,3355,SP126,1
1107837,2/4/2021,Retail,1913,SP309,2
1107838,2/5/2021,Retail,1128,SP609,1
1107839,2/5/2021,Retail,1979,SP309,2
1107840,2/5/2021,Retail,3397,SP603,2
1107841,2/5/2021,Retail,2964,SP123,1
1107842,2/5/2021,Retail,2972,MW122,4
1107843,2/5/2021,Retail,1469,MW252,65
1107844,2/5/2021,Retail,3366,FT609,1
1107845,2/6/2021,Wholesale,1428,MW282,124
1107846,2/6/2021,Retail,4121,FT797,100
1107847,2/6/2021,Retail,3547,MW122,83
1107848,2/6/2021,Wholesale,3523,MW202,295
1107849,2/6/2021,Wholesale,2242,SP203,188
1107850,2/6/2021,Wholesale,3332,MW102,366
1107851,2/6/2021,Retail,2588,SP306,2
1107852,2/6/2021,Retail,2688,FT139,1
1107853,2/6/2021,Retail,1251,FT682,1
1107854,2/6/2021,Retail,3858,FT357,1
1107855,2/6/2021,Retail,2322,MW122,1
1107856,2/6/2021,Retail,3766,SP305,1
1107857,2/6/2021,Retail,1311,SP603,2
1107858,2/6/2021,Retail,2187,FT434,1
1107859,2/6/2021,Retail,3895,MW122,4
1107860,2/6/2021,Wholesale,1246,MW112,122
1107861,2/7/2021,Wholesale,3183,SP603,164
1107862,2/7/2021,Retail,1652,MW182,4
1107863,2/7/2021,Retail,3866,SP126,2
1107864,2/7/2021,Retail,2970,SP120,1
1107865,2/7/2021,Retail,3034,SP303,1
1107866,2/7/2021,Retail,3586,SP126,1
1107867,2/7/2021,Retail,1889,FT577,2
1107868,2/7/2021,Retail,1912,FT589,1
1107869,2/7/2021,Retail,3337,MW112,1
1107870,2/7/2021,Retail,1254,MW152,5
1107871,2/8/2021,Wholesale,2589,MW142,141
1107872,2/8/2021,Retail,2392,SP304,2
1107873,2/8/2021,Retail,2189,SP203,1
1107874,2/8/2021,Retail,1973,FT825,1
1107875,2/8/2021,Retail,3922,MW162,4
1107876,2/8/2021,Retail,1589,SP304,2
1107877,2/9/2021,Wholesale,1140,SP303,177
1107878,2/9/2021,Wholesale,2031,MW172,105
1107879,2/9/2021,Retail,1574,SP126,1
1107880,2/9/2021,Retail,2722,FT358,1
1107881,2/9/2021,Retail,1485,MW132,3
1107882,2/9/2021,Retail,1208,SP121,3
1107883,2/9/2021,Retail,2048,SP203,1
1107884,2/9/2021,Retail,4000,MW122,4
1107885,2/10/2021,Wholesale,1922,MW102,164
1107886,2/10/2021,Retail,2695,FT530,1
1107887,2/10/2021,Retail,3921,MW182,2
1107888,2/10/2021,Retail,3693,MW282,2
1107889,2/10/2021,Retail,2161,MW182,4
1107890,2/10/2021,Retail,1457,SP305,1
1107891,2/11/2021,Retail,1596,SP123,1
1107892,2/11/2021,Retail,2342,SP204,1
1107893,2/11/2021,Retail,1525,SP604,2
1107894,2/11/2021,Retail,2176,SP609,2
1107895,2/11/2021,Retail,1280,SP303,1
1107896,2/11/2021,Retail,2888,FT895,2
1107897,2/11/2021,Retail,3016,FT350,1
1107898,2/11/2021,Retail,3560,FT589,2
1107899,2/11/2021,Retail,2663,MW122,1
1107900,2/11/2021,Retail,1119,MW102,2
1107901,2/11/2021,Retail,1192,MW162,3
1107902,2/11/2021,Retail,3988,MW222,4
1107903,2/11/2021,Retail,1139,SP603,1
1107904,2/11/2021,Retail,2846,SP125,1
1107905,2/11/2021,Retail,2564,SP123,1
1107906,2/12/2021,Retail,3167,SP303,2
1107907,2/12/2021,Retail,4023,SP204,1
1107908,2/12/2021,Retail,2015,SP126,1
1107909,2/12/2021,Retail,3720,FT139,1
1107910,2/12/2021,Retail,2211,FT258,1
1107911,2/12/2021,Retail,1683,FT525,2
1107912,2/12/2021,Retail,1865,MW182,2
1107913,2/12/2021,Retail,3023,SP204,1
1107914,2/12/2021,Retail,3240,SP305,2
1107915,2/13/2021,Retail,4005,FT895,1
1107916,2/13/2021,Retail,3228,MW112,4
1107917,2/13/2021,Retail,2943,SP126,2
1107918,2/13/2021,Retail,3769,SP607,1
1107919,2/13/2021,Retail,1678,FT577,1
1107920,2/14/2021,Retail,2408,MW262,2
1107921,2/14/2021,Retail,3582,SP203,1
1107922,2/14/2021,Retail,1498,SP603,2
1107923,2/14/2021,Retail,1606,FT544,1
1107924,2/14/2021,Retail,3519,MW182,4
1107925,2/15/2021,Retail,1325,FT280,3
1107926,2/15/2021,Retail,3534,MW172,5
1107927,2/15/2021,Retail,1809,MW122,3
1107928,2/15/2021,Retail,2296,MW272,3
1107929,2/15/2021,Retail,2021,SP203,1
1107930,2/15/2021,Retail,2353,SP604,2
1107931,2/15/2021,Retail,2325,SP604,1
1107932,2/15/2021,Retail,2946,SP201,1
1107933,2/15/2021,Retail,1199,SP304,1
1107934,2/15/2021,Retail,1337,SP306,1
1107935,2/15/2021,Retail,2555,FT589,2
1107936,2/15/2021,Retail,3513,FT280,1
1107937,2/15/2021,Retail,1273,SP120,169
1107938,2/16/2021,Retail,3008,SP120,1
1107939,2/16/2021,Retail,2253,FT280,1
1107940,2/16/2021,Retail,3961,MW162,3
1107941,2/16/2021,Retail,2968,MW132,4
1107942,2/16/2021,Retail,3857,SP204,1
1107943,2/16/2021,Wholesale,1338,MW122,161
1107944,2/17/2021,Wholesale,2653,SP603,49
1107945,2/17/2021,Wholesale,3427,MW102,221
1107946,2/17/2021,Retail,1240,SP120,1
1107947,2/17/2021,Retail,1259,SP123,2
1107948,2/17/2021,Retail,2730,SP304,1
1107949,2/17/2021,Retail,3607,FT544,2
1107950,2/18/2021,Retail,2285,SP202,1
1107951,2/18/2021,Retail,1569,MW272,137
1107952,2/18/2021,Wholesale,2205,MW262,177
1107953,2/18/2021,Retail,3011,FT589,2
1107954,2/18/2021,Retail,1590,MW102,4
1107955,2/18/2021,Retail,2748,SP123,2
1107956,2/18/2021,Retail,3759,SP303,1
1107957,2/18/2021,Retail,3236,FT870,2
1107958,2/18/2021,Retail,2696,MW232,3
1107959,2/18/2021,Retail,2046,SP305,2
1107960,2/18/2021,Retail,3422,SP201,1
1107961,2/19/2021,Wholesale,4083,SP202,100
1107962,2/19/2021,Retail,1897,FT139,1
1107963,2/19/2021,Retail,3960,MW202,2
1107964,2/19/2021,Retail,1591,SP604,1
1107965,2/19/2021,Retail,2873,SP303,2
1107966,2/19/2021,Retail,3188,FT300,1
1107967,2/19/2021,Retail,2197,MW162,2
1107968,2/19/2021,Retail,3958,MW152,3
1107969,2/20/2021,Retail,2015,MW102,1
1107970,2/20/2021,Wholesale,2700,MW122,180
1107971,2/20/2021,Retail,2935,MW272,133
1107972,2/20/2021,Retail,3256,SP120,1
1107973,2/20/2021,Retail,3656,SP607,2
1107974,2/20/2021,Retail,3964,SP304,2
1107975,2/20/2021,Retail,1645,SP120,1
1107976,2/20/2021,Retail,1933,FT174,1
1107977,2/20/2021,Retail,2753,FT439,2
1107978,2/20/2021,Retail,3597,MW102,1
1107979,2/20/2021,Wholesale,1172,SP123,93
1107980,2/21/2021,Retail,1971,SP305,1
1107981,2/21/2021,Retail,1462,MW202,100
1107982,2/21/2021,Retail,3310,MW102,5
1107983,2/21/2021,Retail,3060,SP201,2
1107984,2/21/2021,Retail,3064,SP305,1
1107985,2/21/2021,Retail,1520,FT609,1
1107986,2/21/2021,Retail,3623,MW272,1
1107987,2/22/2021,Retail,1972,SP609,1
1107988,2/22/2021,Retail,3026,MW202,251
1107989,2/22/2021,Wholesale,2988,FT350,63
1107990,2/22/2021,Wholesale,1916,MW242,192
1107991,2/22/2021,Retail,2678,MW202,3
1107992,2/22/2021,Retail,2836,MW122,3
1107993,2/22/2021,Retail,1932,SP603,1
1107994,2/22/2021,Retail,3271,SP125,2
1107995,2/22/2021,Retail,1937,SP306,2
1107996,2/22/2021,Retail,1655,SP604,2
1107997,2/22/2021,Retail,1048,SP603,1
1107998,2/22/2021,Retail,1560,MW122,6
1107999,2/22/2021,Retail,2539,FT682,1
1108000,2/23/2021,Retail,2261,SP304,1
1108001,2/23/2021,Retail,2962,SP201,1
1108002,2/23/2021,Retail,1639,FT434,1
1108003,2/23/2021,Retail,4056,FT258,1
1108004,2/23/2021,Retail,1692,FT280,1
1108005,2/23/2021,Retail,3552,MW202,1
1108006,2/23/2021,Retail,2951,MW222,5
1108007,2/24/2021,Retail,1567,FT434,1
1108008,2/24/2021,Wholesale,2031,MW252,125
1108009,2/24/2021,Retail,1716,SP123,2
1108010,2/24/2021,Retail,1489,FT422,1
1108011,2/24/2021,Retail,1276,FT853,1
1108012,2/24/2021,Retail,3166,MW172,1
1108013,2/25/2021,Retail,1257,SP123,2
1108014,2/25/2021,Retail,2249,MW202,4
1108015,2/25/2021,Retail,1342,SP603,1
1108016,2/25/2021,Retail,3391,SP202,1
1108017,2/25/2021,Retail,1827,FT485,1
1108018,2/25/2021,Retail,1844,SP603,2
1108019,2/26/2021,Wholesale,3399,MW142,120
1108020,2/26/2021,Wholesale,1954,SP601,252
1108021,2/26/2021,Retail,3670,MW202,3
1108022,2/26/2021,Retail,1642,SP604,1
1108023,2/26/2021,Retail,3174,SP602,1
1108024,2/26/2021,Retail,1459,FT870,1
1108025,2/26/2021,Retail,3593,MW112,2
1108026,2/27/2021,Retail,4009,SP203,1
1108027,2/27/2021,Retail,1586,SP120,2
1108028,2/27/2021,Retail,2419,FT174,1
1108029,2/28/2021,Retail,1669,MW152,1
1108030,2/28/2021,Wholesale,3006,MW122,180
1108031,2/28/2021,Retail,3574,MW142,3
1108032,2/28/2021,Retail,3544,SP607,1
1108033,2/28/2021,Retail,4118,SP304,2
1108034,3/1/2021,Retail,1276,MW102,2
1108035,3/2/2021,Retail,1255,FT976,2
1108036,3/2/2021,Retail,4032,MW202,2
1108037,12/2/2021,Retail,2046,SP203,1
1108038,3/2/2021,Retail,4074,SP303,2
1108039,3/2/2021,Retail,4095,SP603,2
1108040,3/2/2021,Retail,2030,FT577,1
1108041,3/3/2021,Retail,3965,FT300,2
1108042,3/3/2021,Retail,2927,MW272,3
1108043,3/3/2021,Retail,3353,SP201,1
1108044,12/3/2021,Retail,2696,SP126,1
1108045,3/3/2021,Retail,1186,SP609,1
1108046,12/4/2021,Wholesale,2653,MW202,290
1108047,3/4/2021,Retail,3283,FT280,1
1108048,3/4/2021,Retail,2225,MW202,3
1108049,3/5/2021,Wholesale,1300,SP123,123
1108050,3/5/2021,Retail,4016,SP609,2
1108051,3/5/2021,Retail,3422,FT258,1
1108052,3/6/2021,Wholesale,3595,MW162,140
1108053,3/6/2021,Retail,3209,MW272,3
1108054,3/6/2021,Retail,1807,SP305,1
1108055,3/6/2021,Retail,1968,SP126,1
1108056,12/6/2021,Retail,3376,FT280,1
1108057,3/6/2021,Retail,1566,MW262,1
1108058,3/7/2021,Wholesale,2407,SP120,158
1108059,3/7/2021,Retail,1993,SP201,1
1108060,3/7/2021,Retail,2937,SP304,2
1108061,3/7/2021,Retail,3264,FT139,2
1108062,3/7/2021,Retail,2623,MW102,2
1108063,3/7/2021,Retail,1045,SP604,1
1108064,3/8/2021,Retail,1325,MW232,4
1108065,3/8/2021,Retail,2654,SP602,2
1108066,3/8/2021,Retail,2695,FT139,1
1108067,3/8/2021,Retail,3189,MW202,3
1108068,3/8/2021,Retail,3047,SP120,1
1108069,3/9/2021,Wholesale,2896,MW272,42
1108070,3/9/2021,Retail,1869,FT577,1
1108071,3/9/2021,Retail,1960,MW152,132
1108072,3/9/2021,Wholesale,1175,SP203,77
1108073,3/9/2021,Retail,1913,SP123,1
1108074,3/9/2021,Retail,2937,FT258,1
1108075,3/9/2021,Retail,2701,MW112,2
1108076,3/9/2021,Retail,1587,SP304,1
1108077,3/10/2021,Retail,3166,FT895,1
1108078,3/10/2021,Wholesale,1618,FT344,152
1108079,3/10/2021,Retail,4002,SP123,2
1108080,3/10/2021,Retail,3742,FT467,1
1108081,3/10/2021,Wholesale,3957,SP126,163
1108082,3/11/2021,Retail,3703,SP201,1
1108083,3/11/2021,Retail,3415,SP120,1
1108084,3/11/2021,Wholesale,3222,SP602,132
1108085,12/11/2021,Retail,4112,SP607,2
1108086,3/11/2021,Retail,3893,SP120,1
1108087,3/11/2021,Retail,3189,FT174,1
1108088,3/11/2021,Retail,3202,FT589,2
1108089,3/11/2021,Retail,1714,MW102,4
1108090,3/12/2021,Retail,1680,SP120,1
1108091,3/12/2021,Retail,3970,SP120,2
1108092,3/12/2021,Wholesale,2905,MW262,153
1108093,3/13/2021,Wholesale,2351,MW272,199
1108094,3/13/2021,Retail,2247,FT258,2
1108095,3/13/2021,Retail,2601,FT976,2
1108096,3/13/2021,Wholesale,2168,MW162,97
1108097,3/13/2021,Wholesale,2279,MW152,118
1108098,3/13/2021,Retail,1308,SP123,1
1108099,3/13/2021,Retail,2237,SP201,1
1108100,3/13/2021,Retail,3726,SP609,1
1108101,3/13/2021,Retail,1495,SP609,1
1108102,3/13/2021,Retail,3676,FT870,2
1108103,12/13/2021,Retail,2699,FT280,1
1108104,3/14/2021,Retail,2712,SP126,1
1108105,3/14/2021,Retail,2659,MW102,1
1108106,12/14/2021,Wholesale,2389,FT544,126
1108107,3/14/2021,Retail,3010,MW142,1
1108108,3/14/2021,Retail,2675,MW122,2
1108109,3/14/2021,Retail,4061,MW232,4
1108110,3/14/2021,Retail,4109,SP204,1
1108111,3/14/2021,Retail,2920,SP202,2
1108112,3/14/2021,Retail,3638,SP305,2
1108113,3/14/2021,Retail,3368,SP304,1
1108114,3/14/2021,Retail,1711,FT682,1
1108115,3/14/2021,Retail,2292,FT525,1
1108116,3/14/2021,Retail,1502,MW152,4
1108117,3/14/2021,Retail,4089,SP201,2
1108118,3/15/2021,Retail,2413,MW162,1
1108119,3/15/2021,Retail,1872,SP603,1
1108120,12/15/2021,Retail,1149,FT589,1
1108121,3/15/2021,Retail,3015,MW222,3
1108122,3/15/2021,Retail,3708,MW202,4
1108123,3/15/2021,Retail,1487,SP601,2
1108124,3/16/2021,Retail,4035,SP126,1
1108125,3/16/2021,Wholesale,2926,MW142,112
1108126,3/16/2021,Wholesale,3192,SP603,148
1108127,3/16/2021,Wholesale,1926,MW242,89
1108128,3/16/2021,Retail,4064,SP204,2
1108129,3/16/2021,Retail,2250,SP126,1
1108130,3/16/2021,Retail,1791,SP303,1
1108131,3/16/2021,Retail,1891,FT280,2
1108132,3/16/2021,Retail,3635,FT485,1
1108133,3/17/2021,Retail,1225,MW162,2
1108134,3/17/2021,Retail,3338,MW242,2
1108135,3/17/2021,Retail,2838,SP125,1
1108136,3/17/2021,Retail,2755,SP125,1
1108137,3/17/2021,Retail,1684,SP120,2
1108138,3/17/2021,Retail,2400,SP603,2
1108139,12/17/2021,Retail,3414,FT344,1
1108140,3/17/2021,Retail,1341,FT727,2
1108141,3/17/2021,Retail,1603,MW272,3
1108142,3/17/2021,Retail,3264,MW162,2
1108143,3/18/2021,Wholesale,3327,MW142,187
1108144,3/18/2021,Retail,1610,SP305,1
1108145,3/18/2021,Retail,2547,FT358,1
1108146,3/18/2021,Retail,3316,MW162,4
1108147,3/18/2021,Retail,3740,MW132,4
1108148,3/18/2021,Retail,1839,SP607,2
1108149,3/18/2021,Retail,2832,SP303,1
1108150,3/18/2021,Retail,4047,SP601,1
1108151,12/18/2021,Retail,3231,FT577,1
1108152,12/18/2021,Retail,1686,FT589,1
1108153,3/18/2021,Retail,3543,MW122,1
1108154,3/18/2021,Retail,3547,MW202,262
1108155,12/19/2021,Wholesale,2576,FT825,96
1108156,12/19/2021,Wholesale,1244,FT337,112
1108157,3/19/2021,Retail,3761,MW122,2
1108158,3/19/2021,Retail,1233,MW222,4
1108159,3/19/2021,Retail,1165,SP306,1
1108160,3/20/2021,Retail,1978,FT337,1
1108161,12/20/2021,Wholesale,2240,FT439,93
1108162,3/20/2021,Wholesale,4101,MW232,134
1108163,3/20/2021,Retail,3069,SP125,2
1108164,3/20/2021,Retail,2569,SP120,1
1108165,3/20/2021,Retail,2628,FT357,1
1108166,3/20/2021,Retail,3734,MW232,3
1108167,3/20/2021,Retail,1453,SP202,1
1108168,3/20/2021,Retail,1158,SP305,1
1108169,3/20/2021,Retail,1242,FT467,1
1108170,3/20/2021,Retail,2557,FT962,2
1108171,3/21/2021,Retail,2414,SP125,1
1108172,3/21/2021,Wholesale,2236,MW242,123
1108173,3/21/2021,Wholesale,2157,FT357,76
1108174,3/21/2021,Retail,2204,MW132,1
1108175,3/21/2021,Retail,1592,MW282,4
1108176,3/21/2021,Retail,2548,SP123,2
1108177,3/21/2021,Retail,2371,SP305,1
1108178,3/22/2021,Wholesale,3199,SP120,149
1108179,3/22/2021,Wholesale,2293,FT682,123
1108180,3/22/2021,Retail,3952,MW202,2
1108181,3/22/2021,Retail,2372,SP303,1
1108182,3/22/2021,Retail,3039,SP120,2
1108183,3/22/2021,Retail,2930,FT300,1
1108184,3/22/2021,Retail,3630,MW122,1
1108185,3/22/2021,Retail,2552,MW222,4
1108186,3/22/2021,Retail,3950,SP601,1
1108187,3/22/2021,Retail,1182,SP604,1
1108188,3/22/2021,Retail,3298,FT337,2
1108189,3/23/2021,Retail,1336,MW182,1
1108190,3/23/2021,Retail,1969,MW152,1
1108191,3/23/2021,Retail,4027,MW282,4
1108192,3/23/2021,Retail,2233,MW242,4
1108193,3/23/2021,Retail,3647,SP120,2
1108194,3/23/2021,Retail,2615,SP602,1
1108195,3/23/2021,Retail,1519,SP601,1
1108196,3/23/2021,Retail,2648,SP203,1
1108197,3/24/2021,Retail,1265,MW172,1
1108198,3/24/2021,Retail,1981,MW272,187
1108199,3/24/2021,Retail,1284,FT525,1
1108200,3/24/2021,Retail,4117,FT962,2
1108201,3/24/2021,Retail,3379,MW202,2
1108202,3/24/2021,Retail,2721,SP123,1
1108203,3/24/2021,Retail,1953,SP202,2
1108204,3/25/2021,Retail,3413,FT344,1
1108205,3/25/2021,Retail,4069,MW142,1
1108206,3/25/2021,Retail,2391,MW282,2
1108207,3/25/2021,Retail,3718,MW232,4
1108208,3/25/2021,Retail,2875,SP607,1
1108209,3/25/2021,Retail,1188,SP309,1
1108210,3/25/2021,Retail,2711,SP120,2
1108211,3/26/2021,Wholesale,3714,SP303,194
1108212,3/26/2021,Retail,3859,SP120,1
1108213,3/26/2021,Retail,3553,FT350,1
1108214,3/26/2021,Retail,1450,FT962,1
1108215,3/26/2021,Retail,1193,MW132,2
1108216,3/26/2021,Retail,3169,SP306,3
1108217,3/26/2021,Retail,2262,SP607,2
1108218,3/26/2021,Retail,2013,SP601,1
1108219,3/27/2021,Retail,3206,SP601,1
1108220,3/27/2021,Retail,2541,MW152,60
1108221,3/27/2021,Wholesale,1205,SP303,79
1108222,3/27/2021,Retail,3421,SP203,1
1108223,3/27/2021,Retail,3372,SP121,2
1108224,3/28/2021,Retail,3598,SP609,2
1108225,3/28/2021,Retail,2697,FT895,1
1108226,3/29/2021,Retail,1574,MW202,2
1108227,3/29/2021,Retail,2704,SP126,1
1108228,3/29/2021,Retail,3316,SP304,2
1108229,3/29/2021,Retail,4098,FT300,2
1108230,3/29/2021,Retail,2190,MW142,2
1108231,3/29/2021,Retail,3587,MW112,4
1108232,3/29/2021,Retail,1701,SP603,1
1108233,3/29/2021,Retail,1801,SP303,2
1108234,3/29/2021,Retail,2842,SP601,2
1108235,3/29/2021,Retail,1709,SP201,2
1108236,3/30/2021,Wholesale,3707,MW162,89
1108237,3/30/2021,Wholesale,3383,MW122,152
1108238,3/30/2021,Retail,3028,SP303,1
1108239,3/30/2021,Retail,3073,FT644,1
1108240,3/30/2021,Retail,1614,FT577,1
1108241,3/30/2021,Retail,2955,MW172,4
1108242,3/30/2021,Retail,1891,SP607,2
1108243,3/30/2021,Retail,2268,SP601,1
1108244,3/31/2021,Wholesale,3672,SP609,88
1108245,3/31/2021,Retail,2922,FT577,1
1108246,3/31/2021,Retail,1831,MW182,1
1108247,3/31/2021,Retail,2415,MW222,1
1108248,3/31/2021,Retail,4033,MW162,4
1108249,3/31/2021,Retail,3345,MW222,4
1108250,3/31/2021,Retail,2057,SP123,1
1108251,4/1/2021,Wholesale,3863,MW132,57
1108252,4/1/2021,Retail,1716,SP123,2
1108253,4/1/2021,Retail,1269,SP305,2
1108254,4/1/2021,Retail,2844,SP603,2
1108255,4/1/2021,Retail,2658,SP123,1
1108256,4/2/2021,Retail,3644,FT358,1
1108257,4/2/2021,Retail,1141,FT525,1
1108258,4/2/2021,Retail,2401,SP120,2
1108259,4/3/2021,Retail,3896,SP203,1
1108260,4/3/2021,Retail,1567,SP201,1
1108261,4/3/2021,Retail,3572,SP203,2
1108262,4/3/2021,Retail,1203,MW122,2
1108263,4/4/2021,Retail,1820,FT870,1
1108264,4/4/2021,Wholesale,4052,SP126,176
1108265,4/4/2021,Retail,3967,MW162,4
1108266,4/4/2021,Retail,2506,SP201,1
1108267,4/4/2021,Retail,2401,SP123,2
1108268,4/5/2021,Wholesale,1246,FT181,127
1108269,4/5/2021,Retail,1334,FT682,2
1108270,4/5/2021,Retail,3960,FT358,1
1108271,4/5/2021,Retail,1628,MW262,1
1108272,4/5/2021,Retail,3048,SP304,2
1108273,4/5/2021,Retail,2912,FT181,1
1108274,4/5/2021,Retail,3346,MW122,2
1108275,4/5/2021,Wholesale,1947,FT280,43
1108276,4/6/2021,Wholesale,2998,MW252,122
1108277,4/6/2021,Wholesale,1862,FT871,21
1108278,4/6/2021,Retail,1573,MW242,3
1108279,4/6/2021,Retail,1685,SP309,1
1108280,4/6/2021,Retail,1460,SP202,1
1108281,4/6/2021,Retail,1337,SP603,2
1108282,4/6/2021,Retail,1488,SP305,1
1108283,4/7/2021,Retail,3186,FT467,1
1108284,4/7/2021,Retail,2244,MW102,2
1108285,4/7/2021,Retail,2381,FT139,2
1108286,4/7/2021,Retail,3301,MW232,1
1108287,4/8/2021,Retail,3241,MW112,4
1108288,4/8/2021,Wholesale,3636,MW172,155
1108289,4/8/2021,Retail,2618,SP121,2
1108290,4/8/2021,Retail,3647,MW162,1
1108291,4/8/2021,Retail,2719,MW262,4
1108292,4/8/2021,Retail,2730,SP303,2
1108293,4/8/2021,Retail,3294,SP305,1
1108294,4/8/2021,Retail,2561,FT962,1
1108295,4/9/2021,Retail,1967,MW152,4
1108296,4/9/2021,Retail,3529,SP204,2
1108297,4/9/2021,Retail,2507,SP306,1
1108298,4/9/2021,Retail,1989,FT589,1
1108299,4/9/2021,Retail,4007,MW172,1
1108300,4/9/2021,Retail,2718,MW162,2
1108301,4/9/2021,Retail,2356,MW202,4
1108302,4/9/2021,Retail,2552,SP306,1
1108303,4/10/2021,Retail,1476,SP201,1
1108304,4/10/2021,Wholesale,1936,SP305,128
1108305,4/10/2021,Retail,3530,SP203,1
1108306,4/10/2021,Retail,2216,SP204,1
1108307,4/10/2021,Retail,3273,FT344,2
1108308,4/11/2021,Wholesale,3394,MW282,132
1108309,4/11/2021,Retail,3348,FT485,1
1108310,4/11/2021,Retail,1324,MW142,1
1108311,4/11/2021,Retail,2400,MW112,5
1108312,4/11/2021,Retail,1878,SP604,1
1108313,4/11/2021,Retail,2563,SP602,1
1108314,4/12/2021,Retail,3635,SP203,2
1108315,4/12/2021,Retail,3542,FT825,1
1108316,4/12/2021,Retail,1894,MW102,2
1108317,4/12/2021,Retail,3582,MW132,4
1108318,4/12/2021,Retail,2940,SP609,1
1108319,4/12/2021,Retail,1481,SP204,1
1108320,4/12/2021,Retail,2936,SP120,2
1108321,4/12/2021,Retail,1288,SP609,1
1108322,4/12/2021,Retail,3428,FT139,1
1108323,4/13/2021,Retail,1344,FT280,1
1108324,12/13/2021,Wholesale,1491,FT139,90
1108325,4/13/2021,Retail,4040,MW202,1
1108326,4/13/2021,Retail,3897,MW152,2
1108327,4/13/2021,Retail,3380,MW122,6
1108328,4/13/2021,Retail,2515,SP603,1
1108329,4/13/2021,Retail,2150,SP125,2
1108330,4/13/2021,Retail,3898,FT871,1
1108331,4/13/2021,Retail,1869,FT644,2
1108332,4/13/2021,Retail,3694,FT853,1
1108333,4/14/2021,Retail,3178,MW122,149
1108334,4/14/2021,Retail,1928,MW202,1
1108335,4/14/2021,Retail,2520,MW272,5
1108336,4/14/2021,Retail,1985,SP305,2
1108337,4/14/2021,Retail,2743,FT422,1
1108338,4/14/2021,Retail,3306,FT853,1
1108339,4/14/2021,Retail,2875,MW202,1
1108340,4/14/2021,Retail,3000,MW252,1
1108341,4/14/2021,Retail,2255,MW102,2
1108342,4/14/2021,Retail,1346,MW202,4
1108343,4/15/2021,Wholesale,1246,SP120,162
1108344,4/15/2021,Retail,1340,SP120,1
1108345,4/15/2021,Retail,2315,SP123,1
1108346,4/15/2021,Retail,3535,SP202,2
1108347,4/15/2021,Retail,1684,SP120,2
1108348,4/15/2021,Retail,3948,SP201,2
1108349,4/15/2021,Retail,2025,FT871,1
1108350,4/15/2021,Retail,2144,FT181,1
1108351,4/15/2021,Retail,2897,FT139,1
1108352,4/16/2021,Retail,1484,FT139,1
1108353,4/16/2021,Retail,1813,FT853,1
1108354,4/16/2021,Retail,2636,MW202,2
1108355,4/16/2021,Retail,3254,SP201,1
1108356,4/16/2021,Retail,3970,SP126,2
1108357,4/16/2021,Retail,2837,FT139,3
1108358,4/16/2021,Retail,2578,MW202,3
1108359,4/17/2021,Wholesale,3321,MW222,100
1108360,4/17/2021,Retail,3313,FT300,1
1108361,4/17/2021,Retail,2526,MW112,1
1108362,4/18/2021,Retail,3026,MW122,168
1108363,4/18/2021,Retail,4075,MW162,5
1108364,4/18/2021,Retail,2319,SP120,1
1108365,4/18/2021,Retail,2575,SP303,2
1108366,4/18/2021,Retail,1930,SP120,1
1108367,4/18/2021,Retail,1662,FT139,1
1108368,4/18/2021,Retail,1811,FT825,4
1108369,4/18/2021,Retail,3556,MW182,2
1108370,4/19/2021,Retail,3649,MW232,4
1108371,4/19/2021,Retail,1286,SP607,1
1108372,4/19/2021,Retail,2565,MW182,2
1108373,4/19/2021,Retail,3228,SP607,1
1108374,4/19/2021,Retail,3417,SP201,1
1108375,4/19/2021,Retail,3691,SP201,2
1108376,4/19/2021,Retail,2586,SP120,2
1108377,4/19/2021,Retail,3406,FT139,1
1108378,4/19/2021,Retail,1707,FT895,2
1108379,4/19/2021,Retail,1313,MW202,2
1108380,4/20/2021,Wholesale,1440,SP201,127
1108381,4/20/2021,Retail,2133,MW282,2
1108382,4/20/2021,Retail,1682,SP303,1
1108383,4/20/2021,Retail,2852,FT485,1
1108384,4/21/2021,Retail,2593,MW102,1
1108385,4/21/2021,Wholesale,2263,MW222,217
1108386,4/21/2021,Wholesale,2260,MW122,106
1108387,4/21/2021,Retail,1652,SP201,1
1108388,4/21/2021,Retail,2861,SP303,2
1108389,4/21/2021,Retail,3187,SP303,2
1108390,4/21/2021,Retail,4122,FT344,1
1108391,4/21/2021,Retail,1474,FT350,1
1108392,4/21/2021,Retail,3703,MW242,1
1108393,4/22/2021,Retail,2738,SP123,193
1108394,4/22/2021,Wholesale,3383,SP202,115
1108395,4/22/2021,Retail,1498,SP204,1
1108396,4/22/2021,Retail,1695,SP125,2
1108397,4/22/2021,Retail,2522,FT181,2
1108398,4/22/2021,Retail,4024,MW202,1
1108399,4/22/2021,Retail,2754,MW122,6
1108400,4/22/2021,Wholesale,3067,MW202,241
1108401,4/23/2021,Retail,4097,SP120,1
